,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,selling_price_scaled
5718,Tata Indigo CR4,2013,290000,25000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,12.577639650232573
5719,Tata Indigo CR4,2012,229999,186000,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,12.345834587905333
5720,Tata Indigo CR4,2011,200000,70000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5.0,12.206077645517674
5721,Tata Indigo CR4,2011,153000,50000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5.0,11.938199736300925
5722,Tata Indigo CR4,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.57,1396.0,70.0,5.0,12.25486757159303
5725,Tata Indica V2 DiCOR DLG BS-III,2008,50000,120000,Diesel,Individual,Manual,Third Owner,17.5,1396.0,70.0,5.0,10.819798284210286
5726,Tata Indica V2 GLX BSIII,2008,65000,50000,Petrol,Individual,Manual,Second Owner,15.3,1396.0,70.0,5.0,11.082157933374816
5727,Tata Indica V2 GLX BSIII,2012,200000,30078,Petrol,Dealer,Manual,First Owner,15.3,1396.0,70.0,5.0,12.206077645517674
5728,Ford Ikon 1.3 CLXi,2003,110000,83000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5.0,11.608244735642321
5729,Ford Ikon 1.3 Flair,2005,150000,15858,Petrol,Individual,Manual,First Owner,13.8,1299.0,70.0,5.0,11.918397239722838
5730,Ford Ikon 1.3 Flair,2005,120000,90000,Petrol,Individual,Manual,Second Owner,13.8,1299.0,70.0,5.0,11.695255355062795
5731,Ford Figo Petrol EXI,2012,300000,85000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0,12.611541086966115
5732,Ford Figo Petrol Titanium,2010,229999,120000,Petrol,Individual,Manual,Third Owner,15.6,1196.0,70.0,5.0,12.345834587905333
5733,Ford Figo Petrol ZXI,2010,250000,80000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0,12.429220196836383
5734,Ford Figo Petrol EXI,2011,250000,25000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,12.429220196836383
5735,Ford Figo Petrol EXI,2010,160000,90000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0,11.982935344196433
5736,Ford Figo Petrol EXI,2010,400000,30000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,12.899222326086994
5737,Ford Figo Petrol LXI,2012,290000,25000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,12.577639650232573
5738,Ford Figo Petrol EXI,2011,225000,15000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,12.323860125621126
5739,Ford Figo Petrol ZXI,2010,250000,48000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,12.429220196836383
5740,Ford Figo Petrol LXI,2010,180000,50000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0,12.100717685412471
5741,Ford Figo Petrol Titanium,2011,240000,80000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70.0,5.0,12.388398368982115
5742,Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,12.886643575525625
5743,Hyundai Grand i10 CRDi Asta,2014,380000,50000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,12.847929163278053
5744,Hyundai Grand i10 CRDi Sportz,2015,425000,91500,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,12.959846800844963
5745,Hyundai Grand i10 CRDi Sportz,2016,480000,30000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,13.081543466215237
5746,Hyundai Grand i10 CRDi Magna,2014,400000,110000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,12.899222326086994
5747,Hyundai Grand i10 CRDi Sportz,2016,610000,23000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,13.321215875492413
5748,Hyundai Grand i10 CRDi Asta Option,2013,270000,118000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,12.506180941677357
5749,Hyundai Grand i10 CRDi Sportz,2014,350000,84784,Diesel,Dealer,Manual,First Owner,24.0,1120.0,70.0,5.0,12.765691290604371
5750,Hyundai Grand i10 CRDi Asta,2014,350000,70000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,12.765691290604371
5751,Hyundai Grand i10 CRDi Sportz,2015,345000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,12.75130259456002
5752,Hyundai Grand i10 CRDi Sportz,2015,450000,53000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,13.017005083966255
5753,Hyundai Grand i10 CRDi Sportz,2016,330000,63000,Diesel,Individual,Manual,Third Owner,24.0,1120.0,70.0,5.0,12.706850963741102
5754,Hyundai Grand i10 CRDi Sportz,2014,350000,100000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,12.765691290604371
5755,Hyundai Grand i10 CRDi Asta Option,2014,395000,160000,Diesel,Dealer,Manual,Third Owner,24.0,1120.0,70.0,5.0,12.886643575525625
5756,Hyundai Grand i10 CRDi Magna,2016,480000,56000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,13.081543466215237
5757,Hyundai Grand i10 CRDi Sportz,2015,310000,60000,Diesel,Individual,Manual,Fourth & Above Owner,24.0,1120.0,70.0,5.0,12.644330802262578
5758,Hyundai Grand i10 CRDi Sportz,2016,380000,90000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,12.847929163278053
5759,Hyundai Grand i10 CRDi Magna,2015,350000,80000,Diesel,Individual,Manual,Third Owner,24.0,1120.0,70.0,5.0,12.765691290604371
5760,Hyundai Grand i10 CRDi Asta,2014,459999,90000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,13.038981768465277
5761,Hyundai Grand i10 CRDi Sportz,2015,370000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,12.821260987319457
5762,Hyundai Grand i10 CRDi Magna,2014,300000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,12.611541086966115
5763,Hyundai Grand i10 CRDi Magna,2014,425000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,12.959846800844963
5765,Hyundai Grand i10 CRDi SportZ Edition,2014,375000,76000,Diesel,Individual,Manual,Third Owner,24.0,1120.0,70.0,5.0,12.834683971615659
5766,Hyundai Grand i10 CRDi Asta,2014,430000,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,12.971542813248437
5768,Hyundai Grand i10 CRDi Magna,2014,400000,50074,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,12.899222326086994
5769,Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0,13.122365377402328
5770,Tata Sumo Gold EX BSIII,2017,400000,140000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0,12.899222326086994
5771,Tata Sumo Gold CX BSIII,2017,570000,51000,Diesel,Individual,Manual,First Owner,14.07,2956.0,69.01,7.0,13.25339339419516
5772,Tata Indigo CS LS (TDI) BS-III,2016,375000,100000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,12.834683971615659
5773,Tata Indigo CS LX (TDI) BS-III,2016,260000,60000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,12.468440756144114
5774,Tata Indigo CS LS (TDI) BS-III,2015,350000,52000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,12.765691290604371
5775,Tata Indigo CS LX (TDI) BS-III,2013,200000,120000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,12.206077645517674
5776,Tata Indigo CS LS (TDI) BS-III,2014,300000,45000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,12.611541086966115
5777,Tata Indigo CS LX (TDI) BS-III,2017,450000,70000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,13.017005083966255
5778,Tata Indigo CS LS (TDI) BS-III,2013,250000,80000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,12.429220196836383
5779,Tata Indigo CS LX (TDI) BS-III,2015,250000,80000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,12.429220196836383
5780,Tata Indigo CS LX (TDI) BS-III,2014,185000,80000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,12.128116509451258
5781,Tata Indigo CS LS (TDI) BS-III,2014,221000,65000,Diesel,Dealer,Manual,First Owner,19.09,1405.0,69.01,5.0,12.30592250537653
5782,Tata Indigo CS LS (TDI) BS-III,2015,295000,120000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,12.59473402514672
5783,Tata Indigo CS LS (TDI) BS-III,2016,440000,20000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,12.994532278619134
5784,Tata Indigo CS LS (TDI) BS-III,2016,370000,90000,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,12.821260987319457
5786,Tata Indigo CS LS (TDI) BS-III,2014,300000,50700,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,12.611541086966115
5789,Tata Indigo CS LS (TDI) BS-III,2016,390000,42000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,12.873904582205107
5790,Tata Indigo CS LX (TDI) BS-III,2014,190000,110000,Diesel,Individual,Manual,Second Owner,19.09,1405.0,69.01,5.0,12.154784614286667
5792,Tata Indigo CS eLX BS IV,2017,385000,155000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.01,5.0,12.861001210669146
5793,Tata Indigo CS eLX BS IV,2014,215000,100000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.01,5.0,12.278397958261774
5794,Tata Indigo CS eVX,2013,227999,60000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.01,5.0,12.337100907936577
5797,Tata Indigo CS eLX BS IV,2017,350000,50000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.01,5.0,12.765691290604371
5799,Tata Indigo CS eLX BS IV,2014,250000,50000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.01,5.0,12.429220196836383
5800,Tata Indigo eCS VX BSIV,2013,300000,90000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,12.611541086966115
5801,Tata Indica V2 2001-2011 eLX,2011,130000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,11.775297421715827
5802,Tata Indigo eCS VX BSIV,2013,310000,70000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,12.644330802262578
5803,Tata Indigo eCS VX BSIV,2013,280000,70000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,12.54254845357358
5805,Tata Indica V2 eLS,2018,250000,110000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,12.429220196836383
5806,Tata Indica V2 eLX,2012,83000,90000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,11.326607934898927
5807,Tata Indigo CS eVX,2012,300000,120000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,12.611541086966115
5809,Tata Indica V2 eLS,2014,160000,90000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,11.982935344196433
5810,Tata Indica V2 eLX,2014,160000,120000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,11.982935344196433
5811,Tata Indica V2 2001-2011 eLX,2011,165000,75000,Diesel,Dealer,Manual,Second Owner,25.0,1396.0,69.0,5.0,12.013706813470414
5812,Tata Indica V2 eLS,2017,290000,40000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,12.577639650232573
5813,Tata Indica V2 eLS,2016,200000,110000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,12.206077645517674
5814,Tata Indica V2 eLX,2014,200000,55896,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.0,5.0,12.206077645517674
5815,Tata Indigo eCS VX BSIV,2012,260000,60000,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,5.0,12.468440756144114
5816,Tata Indigo CS eLX BS IV,2012,259000,35000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,12.464587201678082
5817,Tata Indigo CS eLS BS IV,2012,220000,90000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,12.301387370778713
5818,Tata Indigo eCS LX BSIV,2012,246000,35000,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,5.0,12.413090879946887
5822,Tata Indigo eCS LX BSIV,2011,215000,70000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,12.278397958261774
5823,Tata Indigo CS eLX BS IV,2010,320000,42000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,12.676079399771027
5824,Tata Indigo CS eLX BS IV,2011,150000,120000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,11.918397239722838
5825,Tata Indigo CS eLX BS IV,2011,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,12.301387370778713
5826,Tata Indigo eCS LX BSIV,2013,220000,80000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,12.301387370778713
5828,Tata Indigo eCS LX BSIV,2012,200000,120000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,12.206077645517674
5829,Tata Indigo CS eLX BS IV,2010,200000,60000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,12.206077645517674
5830,Tata Indigo eCS LX BSIV,2011,210000,175000,Diesel,Individual,Manual,Second Owner,23.03,1396.0,69.0,5.0,12.25486757159303
5831,Tata Indigo CS eLX BS IV,2012,155000,50000,Diesel,Individual,Manual,First Owner,23.03,1396.0,69.0,5.0,11.951186847493476
5832,Tata Indigo CS LS (TDI) BS III,2012,168000,190000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,12.031725210748633
5833,Tata Indigo CS LS (TDI) BS III,2013,175000,120000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,12.07254696717504
5834,Tata Indigo CS LX (TDI) BS III,2012,204999,120000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,12.230765258120545
5836,Tata Indigo CS LS (TDI) BS III,2013,200000,175000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,12.206077645517674
5837,Tata Indigo CS LX (TDI) BS III,2012,150000,150000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0,11.918397239722838
5838,Tata Indigo eCS LS TDI BSIII,2012,158000,110000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,11.970356641102999
5839,Tata Indigo CS LX (TDI) BS III,2013,200000,150000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,12.206077645517674
5840,Tata Indigo CS LE (TDI) BS-III,2008,99000,205000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,11.502885230075814
5841,Tata Indigo CS LS (TDI) BS III,2012,170000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0,12.04355959836804
5842,Tata Indigo CS LE (TDI) BS-III,2013,250000,30000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,12.429220196836383
5844,Tata Indigo CS LS (TDI) BS III,2010,150000,70000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,11.918397239722838
5845,Tata Indigo CS LS (TDI) BS III,2009,140000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0,11.849404844423074
5846,Tata Indigo CS LS (TDI) BS III,2009,114999,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0,11.652687407345388
5847,Tata Indigo CS LS (TDI) BS III,2012,150000,90000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,11.918397239722838
5848,Tata Indigo CS LX (TDI) BS III,2008,140000,120000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,11.849404844423074
5849,Tata Indigo CS LX (TDI) BS III,2013,140000,100000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,11.849404844423074
5850,Tata Indigo eCS LX TDI BSIII,2012,140000,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.09,1396.0,69.0,5.0,11.849404844423074
5851,Tata Indigo CS LE (TDI) BS-III,2008,100000,120000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0,11.51293546492023
5852,Tata Indigo eCS LE TDI BSIII,2010,135000,148000,Diesel,Individual,Manual,Second Owner,19.09,1396.0,69.0,5.0,11.813037464800539
5853,Tata Indigo CS LX (TDI) BS III,2012,180000,50000,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,5.0,12.100717685412471
5854,Tata Indigo CS LX (TDI) BS III,2009,150000,30000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,11.918397239722838
5855,Tata Indigo CS LX (TDI) BS III,2010,200000,175000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,12.206077645517674
5856,Tata Indigo CS LS (TDI) BS III,2009,160000,70000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,11.982935344196433
5857,Tata Indigo CS LX (TDI) BS III,2013,250000,120000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,12.429220196836383
5858,Tata Indigo CS LX (TDI) BS III,2008,100000,120000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,11.51293546492023
5859,Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,12.847929163278053
5860,Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,12.765691290604371
5861,Tata Tiago 1.05 Revotorq XM,2017,360000,50000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,12.793862088206213
5862,Tata Tiago 1.05 Revotorq XE,2017,325000,120000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,12.691583538230217
5863,Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,450000,89000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,13.017005083966255
5864,Tata Tiago 1.05 Revotorq XZ,2016,400000,35000,Diesel,Individual,Manual,Second Owner,27.28,1047.0,69.0,5.0,12.899222326086994
5865,Tata Tiago 1.05 Revotorq XZ WO Alloy,2016,490000,100000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,13.102162710901053
5866,Tata Tiago 2019-2020 XZ Plus Diesel,2019,670000,2000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,13.415034483903348
5867,Tata Tiago 1.05 Revotorq XT,2017,450000,80000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,13.017005083966255
5868,Tata Tiago 1.05 Revotorq XE,2018,450000,90000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,13.017005083966255
5869,Tata Tiago 1.05 Revotorq XT Option,2017,350000,24000,Diesel,Individual,Manual,Second Owner,27.28,1047.0,69.0,5.0,12.765691290604371
5870,Tata Tiago 1.05 Revotorq XT,2016,400000,60000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,12.899222326086994
5871,Tata Tiago 1.05 Revotorq XZ,2018,540000,33000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,13.199326270390594
5872,Tata Tigor 1.05 Revotorq XZ,2017,420000,110000,Diesel,Individual,Manual,First Owner,24.7,1047.0,69.0,5.0,12.948012371209098
5873,Tata Tigor 1.05 Revotorq XZ Option,2017,550000,50000,Diesel,Individual,Manual,First Owner,24.7,1047.0,69.0,5.0,13.217675375388819
5874,Tata Tigor 2017-2020 XZ Plus Diesel,2019,900000,8079,Diesel,Dealer,Manual,First Owner,24.7,1047.0,69.0,5.0,13.710151153416941
5875,Tata Tigor 1.05 Revotorq XM,2018,500000,50000,Diesel,Individual,Manual,First Owner,24.7,1047.0,69.0,5.0,13.122365377402328
5876,Tata Tigor 1.05 Revotorq XZ,2017,597000,15000,Diesel,Individual,Manual,First Owner,24.7,1047.0,69.0,5.0,13.299674067415213
5877,Tata Sumo Gold GX BSIII,2012,340000,270000,Diesel,Individual,Manual,Third Owner,14.07,2956.0,68.4,7.0,12.73670383776449
5878,Ford Figo Diesel Celebration Edition,2013,200000,169000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,12.206077645517674
5879,Ford Figo Diesel Celebration Edition,2013,245000,70000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.1,5.0,12.409017571151187
5880,Ford Figo Diesel Celebration Edition,2013,240000,100000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,12.388398368982115
5881,Ford Figo Diesel Celebration Edition,2013,310000,90000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.1,5.0,12.644330802262578
5882,Ford Figo Diesel Celebration Edition,2013,229999,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,12.345834587905333
5883,Ford Figo Diesel Celebration Edition,2013,229999,230000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,12.345834587905333
5884,Ford Figo Diesel Celebration Edition,2013,250000,110000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,12.429220196836383
5885,Ford Figo Diesel Celebration Edition,2013,250000,25000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,12.429220196836383
5886,Ford Figo Diesel Celebration Edition,2013,325000,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.1,5.0,12.691583538230217
5887,Ford Figo Diesel Celebration Edition,2013,275000,104300,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.1,5.0,12.524530013005734
5888,Hyundai i10 LPG,2012,275000,97000,LPG,Individual,Manual,Third Owner,19.0,1086.0,68.1,5.0,12.524530013005734
5889,Hyundai Santro Magna,2019,434999,19500,Petrol,Dealer,Manual,First Owner,20.3,1086.0,68.07,5.0,12.983101310070822
5891,Hyundai Santro Magna,2020,500000,1000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.07,5.0,13.122365377402328
5892,Ford Figo Diesel EXI,2015,292000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5.0,12.584512505902088
5893,Ford Figo Diesel Titanium,2012,225000,87237,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.05,5.0,12.323860125621126
5894,Ford Figo Diesel ZXI,2014,320000,120000,Diesel,Individual,Manual,Third Owner,20.0,1399.0,68.05,5.0,12.676079399771027
5895,Ford Figo Diesel Titanium,2014,300000,80000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5.0,12.611541086966115
5896,Ford Figo Diesel EXI,2014,400000,30000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5.0,12.899222326086994
5898,Ford Figo Diesel LXI,2015,300000,140000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.05,5.0,12.611541086966115
5899,Hyundai i10 Era 1.1,2012,290000,28000,Petrol,Dealer,Manual,First Owner,19.81,1086.0,68.05,5.0,12.577639650232573
5900,Hyundai i10 Magna 1.1L,2015,351000,45000,Petrol,Dealer,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.768544351446794
5901,Hyundai i10 Magna 1.1L,2008,229999,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.345834587905333
5902,Hyundai i10 Sportz 1.1L,2011,200000,80000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.206077645517674
5903,Hyundai i10 Era,2008,135000,80000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,11.813037464800539
5904,Hyundai i10 Era,2010,210000,20000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.25486757159303
5905,Hyundai i10 Sportz 1.1L,2015,360000,20000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.793862088206213
5906,Hyundai i10 Sportz 1.1L,2016,425000,15000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.959846800844963
5907,Hyundai i10 Magna 1.1L,2013,310000,70000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.644330802262578
5908,Hyundai i10 Magna 1.1L,2011,225000,80000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.323860125621126
5909,Hyundai i10 Era,2009,229999,50000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.345834587905333
5910,Hyundai i10 Sportz 1.1L,2015,310000,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.644330802262578
5911,Hyundai i10 Era,2007,135000,100000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,11.813037464800539
5912,Hyundai i10 Era,2008,165000,90000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.013706813470414
5913,Hyundai i10 Era,2011,210000,110000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.25486757159303
5914,Hyundai i10 Era 1.1,2010,131000,80000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,11.782960235741939
5915,Hyundai i10 Era,2011,225000,50000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.323860125621126
5916,Hyundai i10 Sportz 1.1L,2010,200000,70000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.206077645517674
5917,Hyundai i10 Era,2008,170000,70000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,12.04355959836804
5918,Hyundai i10 Magna 1.1L,2012,225000,110000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.323860125621126
5919,Hyundai i10 Magna 1.1L,2017,385000,42000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.861001210669146
5920,Hyundai i10 Magna 1.1L,2014,300000,100000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.611541086966115
5921,Hyundai i10 Magna 1.1L,2016,380000,80000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.847929163278053
5922,Hyundai i10 Era,2008,130000,30000,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,11.775297421715827
5923,Hyundai i10 Magna 1.1L,2008,180000,44391,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,12.100717685412471
5924,Hyundai i10 Era,2011,206000,100000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,12.235636302128867
5925,Hyundai i10 Sportz 1.1L,2008,180000,100000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,12.100717685412471
5926,Hyundai i10 Era,2011,165000,97000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,12.013706813470414
5927,Hyundai i10 Era,2011,160000,60000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,11.982935344196433
5928,Hyundai i10 Era 1.1,2008,120000,93331,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,11.695255355062795
